datetime,generation_mw,hour,dayofweek,month,lag_1,lag_24,lag_168,rolling_mean_24,XGBoost_Pred,LSTM_Pred
2023-07-07 10:00:00,10216.0,10,4,7,10162.0,11265.0,8251.0,11451.270833333334,10322.014,13160.828
2023-07-07 11:00:00,10746.0,11,4,7,10216.0,11699.0,8674.0,11407.5625,10487.1455,13209.754
2023-07-07 12:00:00,11242.0,12,4,7,10746.0,11601.0,9391.0,11367.854166666666,10893.052,13277.629
2023-07-07 13:00:00,10946.0,13,4,7,11242.0,11187.0,8944.0,11352.895833333334,11141.693,13178.081
2023-07-07 14:00:00,11039.0,14,4,7,10946.0,11267.0,8157.0,11342.854166666666,10885.116,12995.688
2023-07-07 15:00:00,10779.0,15,4,7,11039.0,10940.0,7521.0,11333.354166666666,10839.471,12850.813
2023-07-07 16:00:00,10058.0,16,4,7,10779.0,10764.0,7219.0,11326.645833333334,10506.445,12728.669
2023-07-07 17:00:00,9739.0,17,4,7,10058.0,10255.0,7424.0,11297.229166666666,9901.032,12530.373
2023-07-07 18:00:00,11692.0,18,4,7,9739.0,12222.5,9029.5,11275.729166666666,11127.96,12666.89
2023-07-07 19:00:00,12584.0,19,4,7,11692.0,12962.0,9504.0,11253.625,12171.679,12941.968
2023-07-07 20:00:00,12899.0,20,4,7,12584.0,13087.0,9482.0,11237.875,12705.946,13100.193
2023-07-07 21:00:00,12943.0,21,4,7,12899.0,13196.0,10059.0,11230.041666666666,12863.481,13259.461
2023-07-07 22:00:00,13053.0,22,4,7,12943.0,13029.0,10066.0,11219.5,12812.385,13316.508
2023-07-07 23:00:00,12749.0,23,4,7,13053.0,12761.0,9747.0,11220.5,12680.979,13156.644
2023-07-08 00:00:00,12325.0,0,5,7,12749.0,11963.0,9544.0,11220.0,12284.725,12402.141
2023-07-08 01:00:00,11943.0,1,5,7,12325.0,11564.0,9128.0,11235.083333333334,11828.475,12504.459
2023-07-08 02:00:00,11657.0,2,5,7,11943.0,11460.0,8925.0,11250.875,11503.555,12639.622
2023-07-08 03:00:00,11478.0,3,5,7,11657.0,11230.0,8675.0,11259.083333333334,11280.793,12706.146
2023-07-08 04:00:00,11252.0,4,5,7,11478.0,11173.0,8613.0,11269.416666666666,11120.765,12752.492
2023-07-08 05:00:00,10552.0,5,5,7,11252.0,10520.0,8256.0,11272.708333333334,10630.102,12792.977
2023-07-08 06:00:00,10603.0,6,5,7,10552.0,10267.0,8178.0,11274.041666666666,10209.086,12828.374
2023-07-08 07:00:00,10667.0,7,5,7,10603.0,10080.0,8071.0,11288.041666666666,10457.041,12934.872
2023-07-08 08:00:00,10902.0,8,5,7,10667.0,10176.0,8086.0,11312.5,10690.547,13038.524
2023-07-08 09:00:00,11183.0,9,5,7,10902.0,10162.0,8019.0,11342.75,10912.429,13147.416
2023-07-08 10:00:00,11358.0,10,5,7,11183.0,10216.0,8180.0,11385.291666666666,11129.507,13288.892
2023-07-08 11:00:00,11681.0,11,5,7,11358.0,10746.0,8701.0,11432.875,11339.28,13454.089
2023-07-08 12:00:00,12195.0,12,5,7,11681.0,11242.0,9026.0,11471.833333333334,11578.79,13586.672
2023-07-08 13:00:00,12193.0,13,5,7,12195.0,10946.0,9044.0,11511.541666666666,12004.537,13668.39
2023-07-08 14:00:00,12514.0,14,5,7,12193.0,11039.0,8647.0,11563.5,11993.723,13631.072
2023-07-08 15:00:00,12457.0,15,5,7,12514.0,10779.0,8141.0,11624.958333333334,12180.497,13597.396
2023-07-08 16:00:00,11940.0,16,5,7,12457.0,10058.0,7954.0,11694.875,11780.848,13542.644
2023-07-08 17:00:00,11229.0,17,5,7,11940.0,9739.0,8297.0,11773.291666666666,11386.609,13419.623
2023-07-08 18:00:00,13223.5,18,5,7,11229.0,11692.0,9884.0,11835.375,11897.592,13384.773
2023-07-08 19:00:00,14028.0,19,5,7,13223.5,12584.0,10582.0,11899.1875,13014.127,13571.4795
2023-07-08 20:00:00,14085.0,20,5,7,14028.0,12899.0,11031.0,11959.354166666666,13526.706,13649.477
2023-07-08 21:00:00,14087.0,21,5,7,14085.0,12943.0,11198.0,12008.770833333334,13483.483,13706.764
2023-07-08 22:00:00,13828.0,22,5,7,14087.0,13053.0,11058.0,12056.4375,13419.528,13705.084
2023-07-08 23:00:00,13196.0,23,5,7,13828.0,12749.0,10618.0,12088.729166666666,13311.587,13587.062
2023-07-09 00:00:00,12384.0,0,6,7,13196.0,12325.0,10163.0,12107.354166666666,12734.299,12998.862
2023-07-09 01:00:00,12252.0,1,6,7,12384.0,11943.0,9888.0,12109.8125,11973.358,12788.512
2023-07-09 02:00:00,12181.0,2,6,7,12252.0,11657.0,9559.0,12122.6875,11834.11,12735.463
2023-07-09 03:00:00,12095.0,3,6,7,12181.0,11478.0,9350.0,12144.520833333334,11792.324,12792.059
2023-07-09 04:00:00,11942.0,4,6,7,12095.0,11252.0,9086.0,12170.229166666666,11694.971,12877.626
2023-07-09 05:00:00,11634.0,5,6,7,11942.0,10552.0,8781.0,12198.979166666666,11296.254,12936.526
2023-07-09 06:00:00,11450.0,6,6,7,11634.0,10603.0,8750.0,12244.0625,11294.796,13029.248
2023-07-09 07:00:00,11409.0,7,6,7,11450.0,10667.0,8821.0,12279.354166666666,11296.123,13116.282
2023-07-09 08:00:00,11570.0,8,6,7,11409.0,10902.0,8946.0,12310.270833333334,11434.257,13232.961
2023-07-09 09:00:00,11762.0,9,6,7,11570.0,11183.0,9210.0,12338.104166666666,11559.109,13406.03
2023-07-09 10:00:00,11931.0,10,6,7,11762.0,11358.0,9359.0,12362.229166666666,11764.927,13604.086
2023-07-09 11:00:00,12030.0,11,6,7,11931.0,11681.0,9606.0,12386.104166666666,11876.339,13763.496
2023-07-09 12:00:00,12264.0,12,6,7,12030.0,12195.0,10072.0,12400.645833333334,12106.8125,13867.038
2023-07-09 13:00:00,12248.0,13,6,7,12264.0,12193.0,10350.0,12403.520833333334,12178.987,13928.365
2023-07-09 14:00:00,12045.0,14,6,7,12248.0,12514.0,9961.0,12405.8125,12212.129,13953.779
2023-07-09 15:00:00,11901.0,15,6,7,12045.0,12457.0,9594.0,12386.270833333334,12031.279,13956.385
2023-07-09 16:00:00,11825.0,16,6,7,11901.0,11940.0,9028.0,12363.104166666666,11761.432,13853.498
2023-07-09 17:00:00,11880.0,17,6,7,11825.0,11229.0,8784.0,12358.3125,11662.562,13775.346
2023-07-09 18:00:00,13491.0,18,6,7,11880.0,13223.5,10594.5,12385.4375,12731.476,13903.496
2023-07-09 19:00:00,13942.0,19,6,7,13491.0,14028.0,11347.0,12396.583333333334,13609.901,14104.705
2023-07-09 20:00:00,14210.0,20,6,7,13942.0,14085.0,11720.0,12393.0,13965.133,14119.6875
2023-07-09 21:00:00,13539.0,21,6,7,14210.0,14087.0,11876.0,12398.208333333334,13909.075,14052.91
2023-07-09 22:00:00,13287.0,22,6,7,13539.0,13828.0,11739.0,12375.375,13477.899,13870.235
2023-07-09 23:00:00,12619.0,23,6,7,13287.0,13196.0,11543.0,12352.833333333334,12948.116,13822.676
2023-07-10 00:00:00,11958.0,0,0,7,12619.0,12384.0,11103.0,12328.791666666666,12310.97,12882.422
2023-07-10 01:00:00,11751.0,1,0,7,11958.0,12252.0,10584.0,12311.041666666666,11847.604,12776.353
2023-07-10 02:00:00,11042.0,2,0,7,11751.0,12181.0,10132.0,12290.166666666666,11706.378,12800.783
2023-07-10 03:00:00,10967.0,3,0,7,11042.0,12095.0,10003.0,12242.708333333334,11072.711,12878.424
2023-07-10 04:00:00,11244.0,4,0,7,10967.0,11942.0,9976.0,12195.708333333334,10964.23,13013.985
2023-07-10 05:00:00,11222.0,5,0,7,11244.0,11634.0,9464.0,12166.625,10972.963,13140.625
2023-07-10 06:00:00,11048.0,6,0,7,11222.0,11450.0,9324.0,12149.458333333334,11073.264,13213.047
2023-07-10 07:00:00,11080.0,7,0,7,11048.0,11409.0,9337.0,12132.708333333334,11035.179,13164.126
2023-07-10 08:00:00,11222.0,8,0,7,11080.0,11570.0,9433.0,12119.0,11223.753,12912.198
2023-07-10 09:00:00,11341.0,9,0,7,11222.0,11762.0,9567.0,12104.5,11441.532,12725.5
2023-07-10 10:00:00,11527.0,10,0,7,11341.0,11931.0,9821.0,12086.958333333334,11557.373,12571.416
2023-07-10 11:00:00,12062.0,11,0,7,11527.0,12030.0,9951.0,12070.125,11646.395,12430.538
2023-07-10 12:00:00,12186.0,12,0,7,12062.0,12264.0,10053.0,12071.458333333334,12110.8955,12343.642
2023-07-10 13:00:00,12151.0,13,0,7,12186.0,12248.0,10258.0,12068.208333333334,12170.117,12231.885
2023-07-10 14:00:00,12183.0,14,0,7,12151.0,12045.0,10229.0,12064.166666666666,12052.567,12168.722
2023-07-10 15:00:00,11867.0,15,0,7,12183.0,11901.0,10035.0,12069.916666666666,12028.181,12116.903
2023-07-10 16:00:00,11896.0,16,0,7,11867.0,11825.0,9723.0,12068.5,11713.615,11978.161
2023-07-10 17:00:00,12055.0,17,0,7,11896.0,11880.0,9460.0,12071.458333333334,11839.635,11890.195
2023-07-10 18:00:00,13493.0,18,0,7,12055.0,13491.0,11296.5,12078.75,12718.383,12121.746
2023-07-10 19:00:00,14070.0,19,0,7,13493.0,13942.0,12122.0,12078.833333333334,13600.796,12402.002
2023-07-10 20:00:00,14459.0,20,0,7,14070.0,14210.0,12454.0,12084.166666666666,13949.852,12533.967
2023-07-10 21:00:00,14029.0,21,0,7,14459.0,13539.0,12388.0,12094.541666666666,13624.293,12542.667
2023-07-10 22:00:00,13616.0,22,0,7,14029.0,13287.0,12605.0,12114.958333333334,13436.988,12521.422
2023-07-10 23:00:00,13199.0,23,0,7,13616.0,12619.0,12268.0,12128.666666666666,12951.678,12424.825
2023-07-11 00:00:00,12405.0,0,1,7,13199.0,11958.0,11907.0,12152.833333333334,12630.088,13484.771
2023-07-11 01:00:00,12238.0,1,1,7,12405.0,11751.0,11571.0,12171.458333333334,11987.591,13482.296
2023-07-11 02:00:00,12140.0,2,1,7,12238.0,11042.0,11085.0,12191.75,11789.005,13421.919
2023-07-11 03:00:00,12067.0,3,1,7,12140.0,10967.0,10966.0,12237.5,11700.74,13344.304
2023-07-11 04:00:00,11992.0,4,1,7,12067.0,11244.0,10627.0,12283.333333333334,11605.23,13284.767
2023-07-11 05:00:00,11754.0,5,1,7,11992.0,11222.0,10036.0,12314.5,11467.856,13242.342
2023-07-11 06:00:00,11675.0,6,1,7,11754.0,11048.0,9961.0,12336.666666666666,11455.695,13256.306
2023-07-11 07:00:00,11701.0,7,1,7,11675.0,11080.0,10043.0,12362.791666666666,11495.082,13354.721
2023-07-11 08:00:00,11487.0,8,1,7,11701.0,11222.0,10251.0,12388.666666666666,11625.584,13483.152
2023-07-11 09:00:00,11694.0,9,1,7,11487.0,11341.0,10367.0,12399.708333333334,11478.2705,13555.098
2023-07-11 10:00:00,11897.0,10,1,7,11694.0,11527.0,10615.0,12414.416666666666,11686.48,13629.153
2023-07-11 11:00:00,12178.0,11,1,7,11897.0,12062.0,11051.0,12429.833333333334,11927.883,13553.559
2023-07-11 12:00:00,12131.0,12,1,7,12178.0,12186.0,11406.0,12434.666666666666,12213.136,13380.117
2023-07-11 13:00:00,11972.0,13,1,7,12131.0,12151.0,11535.0,12432.375,12081.44,13175.016
2023-07-11 14:00:00,12205.0,14,1,7,11972.0,12183.0,11637.0,12424.916666666666,12059.438,12979.2705
2023-07-11 15:00:00,11899.0,15,1,7,12205.0,11867.0,11519.0,12425.833333333334,12057.161,12797.864
2023-07-11 16:00:00,11991.0,16,1,7,11899.0,11896.0,10974.0,12427.166666666666,11777.609,12624.672
2023-07-11 17:00:00,11991.0,17,1,7,11991.0,12055.0,10543.0,12431.125,11931.874,12501.835
2023-07-11 18:00:00,13624.0,18,1,7,11991.0,13493.0,12421.5,12428.458333333334,12828.851,12643.815
2023-07-11 19:00:00,14292.0,19,1,7,13624.0,14070.0,13208.0,12433.916666666666,13700.04,12864.509
2023-07-11 20:00:00,14691.0,20,1,7,14292.0,14459.0,13402.0,12443.166666666666,14018.34,12983.493
2023-07-11 21:00:00,14574.0,21,1,7,14691.0,14029.0,13449.0,12452.833333333334,13954.359,13014.162
2023-07-11 22:00:00,13839.0,22,1,7,14574.0,13616.0,13474.0,12475.541666666666,13602.799,13004.426
2023-07-11 23:00:00,13175.0,23,1,7,13839.0,13199.0,13305.0,12484.833333333334,13477.094,12914.26
2023-07-12 00:00:00,12189.0,0,2,7,13175.0,12405.0,12766.0,12483.833333333334,12807.515,13899.515
2023-07-12 01:00:00,11848.0,1,2,7,12189.0,12238.0,12281.0,12474.833333333334,12011.074,13845.974
2023-07-12 02:00:00,11640.0,2,2,7,11848.0,12140.0,11905.0,12458.583333333334,11687.674,13827.199
2023-07-12 03:00:00,11631.0,3,2,7,11640.0,12067.0,11633.0,12437.75,11516.921,13837.234
2023-07-12 04:00:00,11595.0,4,2,7,11631.0,11992.0,11371.0,12419.583333333334,11490.926,13841.764
2023-07-12 05:00:00,11475.0,5,2,7,11595.0,11754.0,10791.0,12403.041666666666,11277.584,13739.03
2023-07-12 06:00:00,11534.0,6,2,7,11475.0,11675.0,10561.0,12391.416666666666,11354.992,13587.502
2023-07-12 07:00:00,11631.0,7,2,7,11534.0,11701.0,10481.0,12385.541666666666,11518.339,13453.319
2023-07-12 08:00:00,12016.0,8,2,7,11631.0,11487.0,10491.0,12382.625,11638.196,13363.123
2023-07-12 09:00:00,12385.0,9,2,7,12016.0,11694.0,10826.0,12404.666666666666,11949.547,13381.238
2023-07-12 10:00:00,12505.0,10,2,7,12385.0,11897.0,11180.0,12433.458333333334,12251.156,13417.044
2023-07-12 11:00:00,12805.0,11,2,7,12505.0,12178.0,11456.0,12458.791666666666,12428.504,13456.104
2023-07-12 12:00:00,12709.0,12,2,7,12805.0,12131.0,11713.0,12484.916666666666,12591.695,13478.336
2023-07-12 13:00:00,12777.0,13,2,7,12709.0,11972.0,11789.0,12509.0,12424.177,13540.598
2023-07-12 14:00:00,13001.0,14,2,7,12777.0,12205.0,12060.0,12542.541666666666,12633.997,13671.9
2023-07-12 15:00:00,12620.0,15,2,7,13001.0,11899.0,11899.0,12575.708333333334,12692.204,13568.51
2023-07-12 16:00:00,12370.0,16,2,7,12620.0,11991.0,11217.0,12605.75,12375.872,13365.5625
2023-07-12 17:00:00,12028.0,17,2,7,12370.0,11991.0,10646.0,12621.541666666666,12202.397,13109.262
2023-07-12 18:00:00,13894.0,18,2,7,12028.0,13624.0,12548.5,12623.083333333334,12906.586,13181.231
2023-07-12 19:00:00,14418.0,19,2,7,13894.0,14292.0,13419.0,12634.333333333334,14174.787,13414.158
2023-07-12 20:00:00,14601.0,20,2,7,14418.0,14691.0,13555.0,12639.583333333334,14176.713,13479.287
2023-07-12 21:00:00,14445.0,21,2,7,14601.0,14574.0,13220.0,12635.833333333334,14127.505,13450.235
2023-07-12 22:00:00,13915.0,22,2,7,14445.0,13839.0,13220.0,12630.458333333334,13962.383,13373.745
2023-07-12 23:00:00,13322.0,23,2,7,13915.0,13175.0,12739.0,12633.625,13547.184,13234.666
2023-07-13 00:00:00,12078.0,0,3,7,13322.0,12189.0,11947.0,12639.75,12900.025,13648.998
2023-07-13 01:00:00,11817.0,1,3,7,12078.0,11848.0,11761.0,12635.125,11743.533,13666.825
2023-07-13 02:00:00,11662.0,2,3,7,11817.0,11640.0,11612.0,12633.833333333334,11580.21,13756.555
2023-07-13 03:00:00,11539.0,3,3,7,11662.0,11631.0,11593.0,12634.75,11446.261,13843.332
2023-07-13 04:00:00,11606.0,4,3,7,11539.0,11595.0,11456.0,12630.916666666666,11265.955,13848.698
2023-07-13 05:00:00,11438.0,5,3,7,11606.0,11475.0,10822.0,12631.375,11179.617,13773.3125
2023-07-13 06:00:00,11256.0,6,3,7,11438.0,11534.0,10626.0,12629.833333333334,11249.429,13714.74
2023-07-13 07:00:00,11050.0,7,3,7,11256.0,11631.0,10625.0,12618.25,11330.706,13719.68
2023-07-13 08:00:00,11326.0,8,3,7,11050.0,12016.0,10812.0,12594.041666666666,11369.883,13723.957
2023-07-13 09:00:00,11463.0,9,3,7,11326.0,12385.0,11186.0,12565.291666666666,11879.82,13695.7295
2023-07-13 10:00:00,11642.0,10,3,7,11463.0,12505.0,11265.0,12526.875,12004.992,13594.443
2023-07-13 11:00:00,12004.0,11,3,7,11642.0,12805.0,11699.0,12490.916666666666,12134.831,13532.87
2023-07-13 12:00:00,12120.0,12,3,7,12004.0,12709.0,11601.0,12457.541666666666,12167.078,13492.191
2023-07-13 13:00:00,12220.0,13,3,7,12120.0,12777.0,11187.0,12433.0,12260.243,13419.118
2023-07-13 14:00:00,12343.0,14,3,7,12220.0,13001.0,11267.0,12409.791666666666,12394.289,13378.07
2023-07-13 15:00:00,12100.0,15,3,7,12343.0,12620.0,10940.0,12382.375,12249.325,13367.4375
2023-07-13 16:00:00,12070.0,16,3,7,12100.0,12370.0,10764.0,12360.708333333334,12045.105,13356.015
2023-07-13 17:00:00,12358.0,17,3,7,12070.0,12028.0,10255.0,12348.208333333334,11949.578,13345.346
2023-07-13 18:00:00,14135.0,18,3,7,12358.0,13894.0,12222.5,12361.958333333334,12963.897,13678.749
2023-07-13 19:00:00,14665.0,19,3,7,14135.0,14418.0,12962.0,12372.0,14041.482,13885.123
2023-07-13 20:00:00,14709.0,20,3,7,14665.0,14601.0,13087.0,12382.291666666666,14018.34,13906.926
2023-07-13 21:00:00,14423.0,21,3,7,14709.0,14445.0,13196.0,12386.791666666666,13954.359,13849.16
2023-07-13 22:00:00,13685.0,22,3,7,14423.0,13915.0,13029.0,12385.875,13859.43,13705.328
2023-07-13 23:00:00,13032.0,23,3,7,13685.0,13322.0,12761.0,12376.291666666666,13560.623,13452.041
2023-07-14 00:00:00,12385.0,0,4,7,13032.0,12078.0,11963.0,12364.208333333334,12487.733,13220.071
2023-07-14 01:00:00,12224.0,1,4,7,12385.0,11817.0,11564.0,12377.0,11983.165,13310.842
2023-07-14 02:00:00,12169.0,2,4,7,12224.0,11662.0,11460.0,12393.958333333334,11848.476,13396.039
2023-07-14 03:00:00,12097.0,3,4,7,12169.0,11539.0,11230.0,12415.083333333334,11724.714,13479.746
2023-07-14 04:00:00,12014.0,4,4,7,12097.0,11606.0,11173.0,12438.333333333334,11724.714,13531.488
2023-07-14 05:00:00,11640.0,5,4,7,12014.0,11438.0,10520.0,12455.333333333334,11475.325,13543.826
2023-07-14 06:00:00,11443.0,6,4,7,11640.0,11256.0,10267.0,12463.75,11308.586,13556.836
2023-07-14 07:00:00,11261.0,7,4,7,11443.0,11050.0,10080.0,12471.541666666666,11309.26,13590.832
2023-07-14 08:00:00,11075.0,8,4,7,11261.0,11326.0,10176.0,12480.333333333334,11263.502,13585.977
2023-07-14 09:00:00,11037.0,9,4,7,11075.0,11463.0,10162.0,12469.875,11188.125,13601.179
2023-07-14 10:00:00,11179.0,10,4,7,11037.0,11642.0,10216.0,12452.125,11256.745,13647.42
2023-07-14 11:00:00,11796.0,11,4,7,11179.0,12004.0,10746.0,12432.833333333334,11398.48,13739.92
2023-07-14 12:00:00,12198.0,12,4,7,11796.0,12120.0,11242.0,12424.166666666666,11872.054,13864.486
2023-07-14 13:00:00,11739.0,13,4,7,12198.0,12220.0,10946.0,12427.416666666666,12139.265,13832.08
2023-07-14 14:00:00,11852.0,14,4,7,11739.0,12343.0,11039.0,12407.375,11923.772,13683.734
2023-07-14 15:00:00,11564.0,15,4,7,11852.0,12100.0,10779.0,12386.916666666666,11788.41,13546.641
2023-07-14 16:00:00,10993.0,16,4,7,11564.0,12070.0,10058.0,12364.583333333334,11495.741,13391.934
2023-07-14 17:00:00,10622.0,17,4,7,10993.0,12358.0,9739.0,12319.708333333334,11357.924,13262.244
2023-07-14 18:00:00,12752.5,18,4,7,10622.0,14135.0,11692.0,12247.375,12070.336,13379.083
2023-07-14 19:00:00,13219.0,19,4,7,12752.5,14665.0,12584.0,12189.770833333334,13019.4,13764.925
2023-07-14 20:00:00,13730.0,20,4,7,13219.0,14709.0,12899.0,12129.520833333334,13451.87,13890.684
2023-07-14 21:00:00,13775.0,21,4,7,13730.0,14423.0,12943.0,12088.729166666666,13891.734,14003.76
2023-07-14 22:00:00,13703.0,22,4,7,13775.0,13685.0,13053.0,12061.729166666666,13796.805,13925.829
2023-07-14 23:00:00,13134.0,23,4,7,13703.0,13032.0,12749.0,12062.479166666666,13388.463,13691.297
2023-07-15 00:00:00,12732.0,0,5,7,13134.0,12385.0,12325.0,12066.729166666666,12730.856,12844.129
2023-07-15 01:00:00,12435.0,1,5,7,12732.0,12224.0,11943.0,12081.1875,12431.405,12915.336
2023-07-15 02:00:00,12048.0,2,5,7,12435.0,12169.0,11657.0,12089.979166666666,12059.151,13056.926
2023-07-15 03:00:00,11766.0,3,5,7,12048.0,12097.0,11478.0,12084.9375,11815.692,13100.022
2023-07-15 04:00:00,11411.0,4,5,7,11766.0,12014.0,11252.0,12071.145833333334,11581.632,13118.49
2023-07-15 05:00:00,11085.0,5,5,7,11411.0,11640.0,10552.0,12046.020833333334,11137.218,13100.82
2023-07-15 06:00:00,10965.0,6,5,7,11085.0,11443.0,10603.0,12022.895833333334,11014.3,13171.449
2023-07-15 07:00:00,10930.0,7,5,7,10965.0,11261.0,10667.0,12002.979166666666,10948.463,13265.0
2023-07-15 08:00:00,11208.0,8,5,7,10930.0,11075.0,10902.0,11989.1875,10997.182,13380.143
2023-07-15 09:00:00,11503.0,9,5,7,11208.0,11037.0,11183.0,11994.729166666666,11252.105,13536.408
2023-07-15 10:00:00,11809.0,10,5,7,11503.0,11179.0,11358.0,12014.145833333334,11509.519,13668.195
2023-07-15 11:00:00,12219.0,11,5,7,11809.0,11796.0,11681.0,12040.395833333334,11861.032,13766.15
2023-07-15 12:00:00,12275.0,12,5,7,12219.0,12198.0,12195.0,12058.020833333334,12210.927,13877.592
2023-07-15 13:00:00,12270.0,13,5,7,12275.0,11739.0,12193.0,12061.229166666666,12152.366,13894.103
2023-07-15 14:00:00,12583.0,14,5,7,12270.0,11852.0,12514.0,12083.354166666666,12183.303,13925.0
2023-07-15 15:00:00,12518.0,15,5,7,12583.0,11564.0,12457.0,12113.8125,12370.659,13906.797
2023-07-15 16:00:00,11990.0,16,5,7,12518.0,10993.0,11940.0,12153.5625,12223.908,13820.771
2023-07-15 17:00:00,11386.0,17,5,7,11990.0,10622.0,11229.0,12195.104166666666,11733.426,13674.451
2023-07-15 18:00:00,13421.0,18,5,7,11386.0,12752.5,13223.5,12226.9375,12689.778,13627.983
2023-07-15 19:00:00,14367.0,19,5,7,13421.0,13219.0,14028.0,12254.791666666666,13445.979,13791.322
2023-07-15 20:00:00,14545.0,20,5,7,14367.0,13730.0,14085.0,12302.625,14081.28,13939.919
2023-07-15 21:00:00,14396.0,21,5,7,14545.0,13775.0,14087.0,12336.583333333334,14046.116,14014.475
2023-07-15 22:00:00,14046.0,22,5,7,14396.0,13703.0,13828.0,12362.458333333334,13951.187,14053.246
2023-07-15 23:00:00,13326.0,23,5,7,14046.0,13134.0,13196.0,12376.75,13476.336,13920.46
2023-07-16 00:00:00,12490.0,0,6,7,13326.0,12732.0,12384.0,12384.75,12937.648,13433.327
2023-07-16 01:00:00,12286.0,1,6,7,12490.0,12435.0,12252.0,12374.666666666666,12218.75,13230.849
2023-07-16 02:00:00,12257.0,2,6,7,12286.0,12048.0,12181.0,12368.458333333334,12005.799,13172.456
2023-07-16 03:00:00,12129.0,3,6,7,12257.0,11766.0,12095.0,12377.166666666666,11903.303,13061.881
2023-07-16 04:00:00,11867.0,4,6,7,12129.0,11411.0,11942.0,12392.291666666666,11736.9,13139.154
2023-07-16 05:00:00,11302.0,5,6,7,11867.0,11085.0,11634.0,12411.291666666666,11371.737,13195.654
2023-07-16 06:00:00,11348.0,6,6,7,11302.0,10965.0,11450.0,12420.333333333334,11105.637,13229.07
2023-07-16 07:00:00,11227.0,7,6,7,11348.0,10930.0,11409.0,12436.291666666666,11285.563,13333.744
2023-07-16 08:00:00,11477.0,8,6,7,11227.0,11208.0,11570.0,12448.666666666666,11271.961,13440.875
2023-07-16 09:00:00,11866.0,9,6,7,11477.0,11503.0,11762.0,12459.875,11540.571,13609.905
2023-07-16 10:00:00,12021.0,10,6,7,11866.0,11809.0,11931.0,12475.0,11870.527,13823.912
2023-07-16 11:00:00,12457.0,11,6,7,12021.0,12219.0,12030.0,12483.833333333334,12112.23,13910.348
2023-07-16 12:00:00,12717.0,12,6,7,12457.0,12275.0,12264.0,12493.75,12334.568,13980.246
2023-07-16 13:00:00,12619.0,13,6,7,12717.0,12270.0,12248.0,12512.166666666666,12537.008,14032.992
2023-07-16 14:00:00,12834.0,14,6,7,12619.0,12583.0,12045.0,12526.708333333334,12537.008,14059.944
2023-07-16 15:00:00,12370.0,15,6,7,12834.0,12518.0,11901.0,12537.166666666666,12588.04,14108.356
2023-07-16 16:00:00,12119.0,16,6,7,12370.0,11990.0,11825.0,12531.0,12173.719,14060.906
2023-07-16 17:00:00,11841.0,17,6,7,12119.0,11386.0,11880.0,12536.375,11932.461,13983.663
2023-07-16 18:00:00,13662.5,18,6,7,11841.0,13421.0,13491.0,12555.333333333334,12989.827,14065.571
2023-07-16 19:00:00,14265.0,19,6,7,13662.5,14367.0,13942.0,12565.395833333334,14309.688,14261.68
2023-07-16 20:00:00,14316.0,20,6,7,14265.0,14545.0,14210.0,12561.145833333334,14306.789,14285.631
2023-07-16 21:00:00,14261.0,21,6,7,14316.0,14396.0,13539.0,12551.604166666666,14116.458,14161.412
2023-07-16 22:00:00,13967.0,22,6,7,14261.0,14046.0,13287.0,12545.979166666666,13951.336,14059.486
2023-07-16 23:00:00,13330.0,23,6,7,13967.0,13326.0,12619.0,12542.6875,13600.847,13964.988
2023-07-17 00:00:00,12005.0,0,0,7,13330.0,12490.0,11958.0,12542.854166666666,12900.715,13056.206
2023-07-17 01:00:00,11906.0,1,0,7,12005.0,12286.0,11751.0,12522.645833333334,11892.86,12911.851
2023-07-17 02:00:00,11784.0,2,0,7,11906.0,12257.0,11042.0,12506.8125,11783.569,12920.697
2023-07-17 03:00:00,11809.0,3,0,7,11784.0,12129.0,10967.0,12487.104166666666,11625.941,13040.68
2023-07-17 04:00:00,11763.0,4,0,7,11809.0,11867.0,11244.0,12473.770833333334,11592.962,13206.894
2023-07-17 05:00:00,11440.0,5,0,7,11763.0,11302.0,11222.0,12469.4375,11352.571,13336.46
2023-07-17 06:00:00,11548.0,6,0,7,11440.0,11348.0,11048.0,12475.1875,11232.804,13397.686
2023-07-17 07:00:00,11467.0,7,0,7,11548.0,11227.0,11080.0,12483.520833333334,11403.067,13330.613
2023-07-17 08:00:00,11909.0,8,0,7,11467.0,11477.0,11222.0,12493.520833333334,11522.877,13151.35
2023-07-17 09:00:00,12041.0,9,0,7,11909.0,11866.0,11341.0,12511.520833333334,11933.622,13013.568
2023-07-17 10:00:00,12364.0,10,0,7,12041.0,12021.0,11527.0,12518.8125,12076.129,12864.1
2023-07-17 11:00:00,12432.0,11,0,7,12364.0,12457.0,12062.0,12533.104166666666,12362.3,12787.548
2023-07-17 12:00:00,12456.0,12,0,7,12432.0,12717.0,12186.0,12532.0625,12408.391,12669.533
2023-07-17 13:00:00,12435.0,13,0,7,12456.0,12619.0,12151.0,12521.1875,12387.722,12531.428
2023-07-17 14:00:00,12453.0,14,0,7,12435.0,12834.0,12183.0,12513.520833333334,12444.397,12512.452
2023-07-17 15:00:00,12310.0,15,0,7,12453.0,12370.0,11867.0,12497.645833333334,12267.746,12441.957
2023-07-17 16:00:00,12008.0,16,0,7,12310.0,12119.0,11896.0,12495.145833333334,12134.71,12341.686
